Text|Chapter
Hence even the Sage regards things as difficult,|63
And for that reason never meets with difficulties.|63
That which lies still is easy to hold;|64
That which is not yet manifest is easy to forestall;|64
That which is brittle (like ice) easily melts;|64
That which is minute easily scatters.|64
Deal with a thing before it is there;|64
Check disorder before it is rife.|64
A tree with a full span's girth begins from a tiny sprout;|64
A nine-storied terrace begins with a clod of earth.|64
A journey of a thousand li beings at one's feet.|64
He who acts, spoils;|64
He who grasps, lets slip.|64
Because the Sage does not act, he does not spoil,|64
Because he does not grasp, he does not let slip.|64
The affairs of men are often spoiled within an ace of completion.|64
By being careful at the end as at the beginning|64
Failure is averted.|64
Therefore the Sage desires to have no desire,|64
And values not objects difficult to obtain.|64
Learns that which is unlearned,|64
And restores what the multitude have lost.|64
That he may assist in the course of Nature|64
And not presume to interfere.|64
The ancients who knew how to follow the Tao|65
Aimed not to enlighten the people.,|65
But to keep them ignorant.|65
The reason it is difficult for the people to leave in peace|65
Is because of too much knowledge.|65
Those who seek to rule a country by knowledge|65
Are the nation's curse.|65
Those who seek not to rule a country by knowledge|65
Are the nation's blessing.|65
Those who know these two (principles)|65
Also know the ancient standard,|65
And to know always the ancient standard|65
Is called the Mystic Virtue.|65
When the Mystic Virtue becomes clear, far-reaching,|65
And things revert back (to their source)|65
Then and then only emerges the Grand Harmony.|65
How did the great rivers and seas become the Lords|66
of the ravines?|66
By being good at keeping low.|66
That was how they became Lords of the Ravines.|66
Therefore in order to be the chief among the people,|66
One must speak like their inferiors.|66
In order to be foremost among the people,|66
One must walk behind them.|66
Thus it is that the Sage stays above,|66
And the people do not feel his weight;|66
Walks in front,|66
And the people do not wish him harm.|66
Then the people of the world are glad to uphold him forever.|66
Because he does not contend,|66
No one in the world can contend against him.|66
All the world says: my teaching (Tao) greatly resembles folly.|67
Because it is great; therefore it resembles folly.|67
If it did not resemble folly,|67
It would have long ago become petty indeed!|67
I have Three Treasures;|67
Guard them and keep them safe:|67
the first is Love.|67
The second is, Never too much.|67
The third is, Never be the first in the world.|67
Through Love, one has no fear;|67
Through not doing too much, one has amplitude|67
(of reserve power);|67
Through not presuming to be the first in the world,|67
One can develop one's talent and let it mature.|67
If one forsakes love and fearlessness,|67
forsakes restraint and reserve power,|67
forsakes following behind and rushes in front,|67
He is doomed!|67
For love is victorious in attack,|67
And invulnerable in defense.|67
Heaven arms with love|67
Those it would not see destroyed.|67
The brave soldier is not violent;|68
The good fighter does not lose his temper;|68
The great conqueror does not fight (on small issues);|68
The good user of men places himself below others.|68
- This is the virtue of not-contending,|68
Is called the capacity to use men,|68
Is reaching to the height of being|68
Mated to Heaven, to what was of old.|68
There is the maxim of military strategists;|69
I dare not be the first to invade, but rather be the invaded.|69
Dare not press forward an inch, but rather retreat a foot.|69
That is, to march without formations,|69
To roll up the sleeves,|69
To charge not in frontal attacks,|69
To arm without weapons.|69
There is no greater catastrophe than to underestimate the enemy.|69
To underestimate the enemy might entail the loss of my treasures.|69
Therefore when two equally matched armies meet,|69
It is the man of sorrow who wins.|69
My teachings are very easy to understand|70
and very easy to practice,|70
But no one can understand them and|70
no one can practice them.|70
In my words there is a principle.|70
In the affairs of men there is a system.|70
Because they know not these,|70
They also know me not.|70
Since there are few that know me,|70
Therefore I am distinguished.|70
Therefore the Sage wears a coarse cloth on top|70
And carries jade within his bosom.|70
Who knows that he does not know is the highest;|71
Who (pretends to) know what he does not know is sick-minded.|71
And who recognizes sick-mindedness as sick-mindedness|71
is not sick-minded.|71
The Sage is not sick-minded.|71
Because he recognizes sick-mindedness as sick-mindness,|71
Therefore he is not sick-minded.|71
When people have no fear of force,|72
Then (as is the common practice) great force descends upon them.|72
Despise not their dwellings,|72
Dislike not their progeny.|72
Because you do not dislike them,|72
You will not be disliked yourself.|72
Therefore the Sage knows himself, but does not show himself,|72
Loves himself, but does not exalt himself.|72
Therefore he rejects the one (force) and|72
accepts the other (gentility).|72
Who is brave in daring (you) kill,|73
Who is brave in not daring (you) let live.|73
In these two,|73
There is some advantage and some disadvantage.|73
(Even if) Heaven dislikes certain people,|73
Who would know (who are to be killed and) why?|73
Therefore even the Sage regards it as a difficult question.|73
Heaven's Way (Tao) is good at conquest without strife,|73
Rewarding (vice and virtue) without words,|73
Making its appearance without call,|73
Achieving results without obvious design.|73
The heaven's net is broad and wide.|73
With big meshes, yet letting nothing slip through.|73
The people are not afraid of death;|74
Why threaten them with death?|74
Supposing that the people are afraid of death,|74
And we can seize and kill the unruly,|74
Who would dare to do so?|74
Often it happens that the executioner is killed.|74
And to take the place of the executioner|74
Is like handling the hatchet for the master carpenter.|74
He who handles the hatchet for the master carpenter|74
seldom escapes injury to his hands.|74
When people are hungry,|75
It is because their rulers eat too much tax-grain.|75
Therefore the unruliness of hungry people|75
Is due to the interference of their rulers.|75
That is why they are unruly.|75
The people are not afraid of death,|75
Because they are anxious to make a living.|75
That is why they are not afraid of death.|75
It is those who interfere not with their living|75
That are wise in exalting life.|75
When man is born, he is tender and weak;|76
At death, he is hard and stiff.|76
When the things and plants are alive, they are soft|76
and supple;|76
When they are dead, they are brittle and dry.|76
Therefore hardness and stiffness are the companions of death,|76
And softness and gentleness are the companions of life.|76
Therefore when an army is headstrong, it will lose in a battle.|76
When a tree is hard, it will be cut down.|76
The big and strong belong underneath.|76
The gentle and weak belong at the top.|76
The Tao (way) of Heaven,|77
Is it not like the bending of a bow?|77
The top comes down and the bottom-end goes up,|77
The extra (length) is shortened, the insufficient (width) is expanded.|77
It is the way of Heaven to take away from those that have too much|77
And give to those that have not enough.|77
Not so with man's way:|77
He takes from those that have not|77
And gives it as tribute to those that have too much.|77
Who can have enough and to spare to give to the entire world?|77
Only the man of Tao.|77
Therefore the Sage acts, but does not possess,|77
Accomplishes but lays claim to no credit,|77
Because he has no wish to seem superior.|77
There is nothing weaker than water|78
But none is superior to it in overcoming the hard,|78
For which there is no substitute.|78
That weakness overcomes strength|78
And gentleness overcomes rigidity,|78
No one does not know;|78
No one can put into practice.|78
Therefore the Sage says:|78
"Who receives unto himself the calumny of the world|78
Is the preserver of the state.|78
Who bears himself the sins of the world|78
Is king of the world."|78
Straight words seem crooked.|78
Patching up a great hatred is sure to leave some hatred behind.|79
How can this be regarded as satisfactory?|79
Therefore the Sage holds the left tally,|79
And does not put the guilt on the other party.|79
the virtuous man is for patching up;|79
The vicious is for fixing guilt.|79
But "the way of Heaven is impartial;|79
It sides only with the good man."|79
(Let there be) a small country with a small population,|80
Where the supply of goods are tenfold or hundredfold,|80
more than they can use.|80
Let the people value their lives and not migrate far.|80
Though there be boats and carriages,|80
None be there to ride them.|80
Though there be armor and weapons,|80
No occasion to display them.|80
Let the people again tie ropes for reckoning,|80
Let them enjoy their food,|80
Beautify their clothing,|80
Be satisfied with their homes,|80
Delight in their customs.|80
The neighboring settlements overlook one another|80
So that they can hear the barking of dogs and crowing|80
of cocks of their neighbors,|80
And the people till the end of their days shall never|80
have been outside their country.|80
True words are not fine-sounding;|81
Fine-sounding words are not true.|81
A good man does not argue;|81
he who argues is not a good man.|81
the wise one does not know many things;|81
He who knows many things is not wise.|81
The Sage does not accumulate (for himself).|81
He lives for other people,|81
And grows richer himself;|81
He gives to other people,|81
And has greater abundance.|81
The Tao of Heaven|81
Blesses, but does not harm.|81
The Way of the Sage|81
Accomplishes, but does not contend.|81
